unit,date_init,date_end,value_replace
Charcani6,"(2023,12,1,0,0)","(2023,12,2,0,0)",100
Charcani6,"(2023,12,2,0,0)","(2023,12,3,0,0)",100
Charcani6,"(2023,12,3,0,0)","(2023,12,4,0,0)",100
Charcani6,"(2023,12,4,0,0)","(2023,12,5,0,0)",100
Charcani6,"(2023,12,5,0,0)","(2023,12,6,0,0)",100
Charcani6,"(2023,12,6,0,0)","(2023,12,7,0,0)",100
Charcani6,"(2023,12,7,0,0)","(2023,12,8,0,0)",100
Charcani6,"(2023,12,8,0,0)","(2023,12,9,0,0)",100
Charcani6,"(2023,12,9,0,0)","(2023,12,10,0,0)",100
Charcani6,"(2023,12,9,7,0)","(2023,12,9,15,0)",100
Charcani6,"(2023,12,10,0,0)","(2023,12,11,0,0)",100
Charcani6,"(2023,12,11,0,0)","(2023,12,12,0,0)",100
Charcani6,"(2023,12,12,0,0)","(2023,12,13,0,0)",100
Charcani6,"(2023,12,13,0,0)","(2023,12,14,0,0)",100
Charcani6,"(2023,12,14,0,0)","(2023,12,15,0,0)",100
Charcani6,"(2024,1,22,7,0)","(2024,1,22,15,0)",100
Charcani6,"(2024,3,5,7,0)","(2024,3,5,15,0)",100
Charcani6,"(2024,4,15,7,0)","(2024,4,15,15,0)",100
Charcani6,"(2024,4,16,7,0)","(2024,4,16,15,0)",100
Charcani6,"(2024,5,28,7,0)","(2024,5,28,15,0)",100
Machupicchu,"(2023,7,1,0,0)","(2023,7,1,17,0)",10.34325485
Machupicchu,"(2023,8,6,5,0)","(2023,8,6,9,0)",10.34325485
Machupicchu,"(2023,9,10,5,0)","(2023,9,10,9,0)",10.34325485
Machupicchu,"(2023,10,8,0,0)","(2023,10,8,23,0)",10.34325485
Machupicchu,"(2023,10,21,7,0)","(2023,10,21,13,0)",10.34325485
Machupicchu,"(2023,10,29,5,0)","(2023,10,29,9,0)",10.34325485
Machupicchu,"(2023,11,12,5,0)","(2023,11,12,9,0)",10.34325485
Machupicchu,"(2023,11,26,5,0)","(2023,11,26,9,0)",10.34325485
Machupicchu,"(2023,12,10,5,0)","(2023,12,10,9,0)",10.34325485
Machupicchu,"(2023,12,23,5,0)","(2023,12,23,9,0)",10.34325485
Machupicchu,"(2024,1,7,5,0)","(2024,1,7,9,0)",10.34325485
Machupicchu,"(2024,1,21,5,0)","(2024,1,21,9,0)",10.34325485
Machupicchu,"(2024,2,4,5,0)","(2024,2,4,9,0)",10.34325485
Machupicchu,"(2024,2,18,5,0)","(2024,2,18,9,0)",10.34325485
Machupicchu,"(2024,3,3,5,0)","(2024,3,3,9,0)",10.34325485
Machupicchu,"(2024,3,17,5,0)","(2024,3,17,9,0)",10.34325485
Machupicchu,"(2024,4,7,5,0)","(2024,4,7,9,0)",10.34325485
Machupicchu,"(2024,4,20,5,0)","(2024,4,20,9,0)",10.34325485
Machupicchu,"(2024,5,5,5,0)","(2024,5,5,9,0)",10.34325485
Machupicchu,"(2024,5,19,5,0)","(2024,5,19,9,0)",10.34325485
Machupicchu,"(2024,6,9,5,0)","(2024,6,9,9,0)",10.34325485
Machupicchu,"(2023,7,2,0,0)","(2023,7,2,17,0)",17.45061454
Machupicchu,"(2023,8,6,9,0)","(2023,8,6,13,0)",17.45061454
Machupicchu,"(2023,9,10,9,0)","(2023,9,10,13,0)",17.45061454
Machupicchu,"(2023,10,8,0,0)","(2023,10,8,23,0)",17.45061454
Machupicchu,"(2023,10,22,7,0)","(2023,10,22,13,0)",17.45061454
Machupicchu,"(2023,10,29,9,0)","(2023,10,29,13,0)",17.45061454
Machupicchu,"(2023,11,12,9,0)","(2023,11,12,13,0)",17.45061454
Machupicchu,"(2023,11,26,9,0)","(2023,11,26,13,0)",17.45061454
Machupicchu,"(2023,12,10,9,0)","(2023,12,10,13,0)",17.45061454
Machupicchu,"(2023,12,23,9,0)","(2023,12,23,13,0)",17.45061454
Machupicchu,"(2024,1,7,9,0)","(2024,1,7,13,0)",17.45061454
Machupicchu,"(2024,1,21,9,0)","(2024,1,21,13,0)",17.45061454
Machupicchu,"(2024,2,4,9,0)","(2024,2,4,13,0)",17.45061454
Machupicchu,"(2024,2,18,9,0)","(2024,2,18,13,0)",17.45061454
Machupicchu,"(2024,3,3,9,0)","(2024,3,3,13,0)",17.45061454
Machupicchu,"(2024,3,17,9,0)","(2024,3,17,13,0)",17.45061454
Machupicchu,"(2024,4,7,9,0)","(2024,4,7,13,0)",17.45061454
Machupicchu,"(2024,4,21,9,0)","(2024,4,21,13,0)",17.45061454
Machupicchu,"(2024,5,5,9,0)","(2024,5,5,13,0)",17.45061454
Machupicchu,"(2024,5,19,9,0)","(2024,5,19,13,0)",17.45061454
Machupicchu,"(2024,6,9,9,0)","(2024,6,9,13,0)",17.45061454
Machupicchu,"(2023,7,3,0,0)","(2023,7,3,17,0)",10.31245372
Machupicchu,"(2023,8,6,13,0)","(2023,8,6,17,0)",10.31245372
Machupicchu,"(2023,9,10,13,0)","(2023,9,10,17,0)",10.31245372
Machupicchu,"(2023,10,8,0,0)","(2023,10,8,23,0)",10.31245372
Machupicchu,"(2023,10,23,7,0)","(2023,10,23,13,0)",10.31245372
Machupicchu,"(2023,10,29,13,0)","(2023,10,29,17,0)",10.31245372
Machupicchu,"(2023,11,12,13,0)","(2023,11,12,17,0)",10.31245372
Machupicchu,"(2023,11,26,13,0)","(2023,11,26,17,0)",10.31245372
Machupicchu,"(2023,12,10,13,0)","(2023,12,10,17,0)",10.31245372
Machupicchu,"(2023,12,23,13,0)","(2023,12,23,17,0)",10.31245372
Machupicchu,"(2024,1,7,13,0)","(2024,1,7,17,0)",10.31245372
Machupicchu,"(2024,1,21,13,0)","(2024,1,21,17,0)",10.31245372
Machupicchu,"(2024,2,4,13,0)","(2024,2,4,17,0)",10.31245372
Machupicchu,"(2024,2,18,13,0)","(2024,2,18,17,0)",10.31245372
Machupicchu,"(2024,3,3,13,0)","(2024,3,3,17,0)",10.31245372
Machupicchu,"(2024,3,17,13,0)","(2024,3,17,17,0)",10.31245372
Machupicchu,"(2024,4,7,13,0)","(2024,4,7,17,0)",10.31245372
Machupicchu,"(2024,4,22,13,0)","(2024,4,22,17,0)",10.31245372
Machupicchu,"(2024,5,5,13,0)","(2024,5,5,17,0)",10.31245372
Machupicchu,"(2024,5,19,13,0)","(2024,5,19,17,0)",10.31245372
Machupicchu,"(2024,6,9,13,0)","(2024,6,9,17,0)",10.31245372
Machupicchu,"(2023,7,16,0,0)","(2023,7,16,17,0)",61.89367688
Machupicchu,"(2023,8,20,7,0)","(2023,8,20,17,0)",61.89367688
Machupicchu,"(2023,9,17,7,0)","(2023,9,17,17,0)",61.89367688
Machupicchu,"(2023,10,1,0,0)","(2023,10,2,0,0)",61.89367688
Machupicchu,"(2023,10,2,0,0)","(2023,10,3,0,0)",61.89367688
Machupicchu,"(2023,10,3,0,0)","(2023,10,4,0,0)",61.89367688
Machupicchu,"(2023,10,4,0,0)","(2023,10,5,0,0)",61.89367688
Machupicchu,"(2023,10,5,0,0)","(2023,10,6,0,0)",61.89367688
Machupicchu,"(2023,10,6,0,0)","(2023,10,7,0,0)",61.89367688
Machupicchu,"(2023,10,7,0,0)","(2023,10,8,0,0)",61.89367688
Machupicchu,"(2023,10,8,0,0)","(2023,10,9,0,0)",61.89367688
Machupicchu,"(2023,10,9,0,0)","(2023,10,10,0,0)",61.89367688
Machupicchu,"(2023,10,10,0,0)","(2023,10,10,23,0)",61.89367688
Machupicchu,"(2023,10,15,7,0)","(2023,10,15,17,0)",61.89367688
Machupicchu,"(2023,11,5,7,0)","(2023,11,5,17,0)",61.89367688
Machupicchu,"(2023,12,3,7,0)","(2023,12,3,17,0)",61.89367688
Machupicchu,"(2024,1,14,7,0)","(2024,1,14,17,0)",61.89367688
Machupicchu,"(2024,2,11,7,0)","(2024,2,11,17,0)",61.89367688
Machupicchu,"(2024,3,10,7,0)","(2024,3,10,17,0)",61.89367688
Machupicchu,"(2024,4,13,7,0)","(2024,4,13,17,0)",61.89367688
Machupicchu,"(2024,5,12,7,0)","(2024,5,12,17,0)",61.89367688
Machupicchu,"(2024,6,16,7,0)","(2024,6,16,17,0)",61.89367688
AricotaI,"(2023,11,9,8,0)","(2023,11,10,0,0)",50.20142126
AricotaI,"(2023,11,10,0,0)","(2023,11,11,0,0)",50.20142126
AricotaI,"(2023,11,11,0,0)","(2023,11,12,0,0)",50.20142126
AricotaI,"(2023,11,12,0,0)","(2023,11,13,0,0)",50.20142126
AricotaI,"(2023,11,13,0,0)","(2023,11,13,22,0)",50.20142126
AricotaI,"(2024,6,4,8,0)","(2024,6,5,0,0)",50.20142126
AricotaI,"(2024,6,5,0,0)","(2024,6,6,0,0)",50.20142126
AricotaI,"(2024,6,6,0,0)","(2024,6,7,0,0)",50.20142126
AricotaI,"(2024,6,7,0,0)","(2024,6,8,0,0)",50.20142126
AricotaI,"(2024,6,8,0,0)","(2024,6,9,0,0)",50.20142126
AricotaI,"(2024,6,9,0,0)","(2024,6,10,0,0)",50.20142126
AricotaI,"(2024,6,10,0,0)","(2024,6,10,22,0)",50.20142126
AricotaI,"(2023,11,11,8,0)","(2023,11,12,0,0)",49.79857874
AricotaI,"(2023,11,12,0,0)","(2023,11,13,0,0)",49.79857874
AricotaI,"(2023,11,13,0,0)","(2023,11,14,0,0)",49.79857874
AricotaI,"(2023,11,14,0,0)","(2023,11,15,0,0)",49.79857874
AricotaI,"(2023,11,15,0,0)","(2023,11,15,22,0)",49.79857874
AricotaI,"(2024,6,8,8,0)","(2024,6,9,0,0)",49.79857874
AricotaI,"(2024,6,9,0,0)","(2024,6,10,0,0)",49.79857874
AricotaI,"(2024,6,10,0,0)","(2024,6,11,0,0)",49.79857874
AricotaI,"(2024,6,11,0,0)","(2024,6,12,0,0)",49.79857874
AricotaI,"(2024,6,12,0,0)","(2024,6,13,0,0)",49.79857874
AricotaI,"(2024,6,13,0,0)","(2024,6,14,0,0)",49.79857874
AricotaI,"(2024,6,14,0,0)","(2024,6,14,22,0)",49.79857874
Mantaro,"(2023,10,22,5,0)","(2023,10,22,15,0)",100
Mantaro,"(2024,3,1,0,0)","(2024,3,2,0,0)",100
Mantaro,"(2024,3,2,0,0)","(2024,3,3,0,0)",100
Mantaro,"(2024,3,3,0,0)","(2024,3,4,0,0)",100
Mantaro,"(2024,3,4,0,0)","(2024,3,5,0,0)",100
Mantaro,"(2024,3,5,0,0)","(2024,3,6,0,0)",100
Mantaro,"(2024,3,6,0,0)","(2024,3,7,0,0)",100
Mantaro,"(2024,3,7,0,0)","(2024,3,8,0,0)",100
Mantaro,"(2024,3,8,0,0)","(2024,3,9,0,0)",100
Mantaro,"(2024,3,9,0,0)","(2024,3,10,0,0)",100
Mantaro,"(2024,3,10,0,0)","(2024,3,11,0,0)",100
Mantaro,"(2024,3,11,0,0)","(2024,3,12,0,0)",100
Mantaro,"(2024,3,12,0,0)","(2024,3,13,0,0)",100
Mantaro,"(2024,3,13,0,0)","(2024,3,14,0,0)",100
Mantaro,"(2024,3,14,0,0)","(2024,3,15,0,0)",100
Mantaro,"(2024,3,15,0,0)","(2024,3,16,0,0)",100
Mantaro,"(2023,7,15,7,0)","(2023,7,16,0,0)",15.79914367
Mantaro,"(2023,7,15,7,0)","(2023,7,15,17,0)",15.79914367
Mantaro,"(2023,7,16,0,0)","(2023,7,17,0,0)",15.79914367
Mantaro,"(2023,8,20,7,0)","(2023,8,20,17,0)",15.79914367
Mantaro,"(2023,9,30,7,0)","(2023,9,30,17,0)",15.79914367
Mantaro,"(2023,11,12,7,0)","(2023,11,12,17,0)",15.79914367
Mantaro,"(2023,11,29,0,0)","(2023,11,30,0,0)",15.79914367
Mantaro,"(2023,11,30,0,0)","(2023,12,1,0,0)",15.79914367
Mantaro,"(2023,12,1,0,0)","(2023,12,2,0,0)",15.79914367
Mantaro,"(2023,12,2,0,0)","(2023,12,3,0,0)",15.79914367
Mantaro,"(2023,12,3,0,0)","(2023,12,4,0,0)",15.79914367
Mantaro,"(2023,12,4,0,0)","(2023,12,5,0,0)",15.79914367
Mantaro,"(2023,12,5,0,0)","(2023,12,6,0,0)",15.79914367
Mantaro,"(2023,12,6,0,0)","(2023,12,7,0,0)",15.79914367
Mantaro,"(2023,12,7,0,0)","(2023,12,8,0,0)",15.79914367
Mantaro,"(2023,12,8,0,0)","(2023,12,9,0,0)",15.79914367
Mantaro,"(2023,12,9,0,0)","(2023,12,10,0,0)",15.79914367
Mantaro,"(2023,12,10,0,0)","(2023,12,11,0,0)",15.79914367
Mantaro,"(2023,12,11,0,0)","(2023,12,12,0,0)",15.79914367
Mantaro,"(2023,12,12,0,0)","(2023,12,13,0,0)",15.79914367
Mantaro,"(2023,12,13,0,0)","(2023,12,14,0,0)",15.79914367
Mantaro,"(2023,12,14,0,0)","(2023,12,15,0,0)",15.79914367
Mantaro,"(2023,12,15,0,0)","(2023,12,16,0,0)",15.79914367
Mantaro,"(2023,12,16,0,0)","(2023,12,17,0,0)",15.79914367
Mantaro,"(2023,12,17,0,0)","(2023,12,18,0,0)",15.79914367
Mantaro,"(2023,12,18,0,0)","(2023,12,19,0,0)",15.79914367
Mantaro,"(2023,12,19,0,0)","(2023,12,20,0,0)",15.79914367
Mantaro,"(2023,12,20,0,0)","(2023,12,21,0,0)",15.79914367
Mantaro,"(2023,12,21,0,0)","(2023,12,22,0,0)",15.79914367
Mantaro,"(2023,12,22,0,0)","(2023,12,23,0,0)",15.79914367
Mantaro,"(2023,12,23,0,0)","(2023,12,24,0,0)",15.79914367
Mantaro,"(2023,12,23,7,0)","(2023,12,23,17,0)",15.79914367
Mantaro,"(2023,12,24,0,0)","(2023,12,25,0,0)",15.79914367
Mantaro,"(2023,12,25,0,0)","(2023,12,26,0,0)",15.79914367
Mantaro,"(2023,12,26,0,0)","(2023,12,27,0,0)",15.79914367
Mantaro,"(2023,12,27,0,0)","(2023,12,28,0,0)",15.79914367
Mantaro,"(2023,12,28,0,0)","(2023,12,29,0,0)",15.79914367
Mantaro,"(2023,12,29,0,0)","(2023,12,30,0,0)",15.79914367
Mantaro,"(2023,12,30,0,0)","(2023,12,31,0,0)",15.79914367
Mantaro,"(2023,12,31,0,0)","(2024,1,1,0,0)",15.79914367
Mantaro,"(2024,1,1,0,0)","(2024,1,2,0,0)",15.79914367
Mantaro,"(2024,1,2,0,0)","(2024,1,3,0,0)",15.79914367
Mantaro,"(2024,1,3,0,0)","(2024,1,4,0,0)",15.79914367
Mantaro,"(2024,1,4,0,0)","(2024,1,5,0,0)",15.79914367
Mantaro,"(2024,1,5,0,0)","(2024,1,6,0,0)",15.79914367
Mantaro,"(2024,1,6,0,0)","(2024,1,7,0,0)",15.79914367
Mantaro,"(2024,1,7,0,0)","(2024,1,8,0,0)",15.79914367
Mantaro,"(2024,1,8,0,0)","(2024,1,9,0,0)",15.79914367
Mantaro,"(2024,1,9,0,0)","(2024,1,10,0,0)",15.79914367
Mantaro,"(2024,1,10,0,0)","(2024,1,11,0,0)",15.79914367
Mantaro,"(2024,1,11,0,0)","(2024,1,12,0,0)",15.79914367
Mantaro,"(2024,1,12,0,0)","(2024,1,13,0,0)",15.79914367
Mantaro,"(2024,1,13,0,0)","(2024,1,14,0,0)",15.79914367
Mantaro,"(2024,1,14,0,0)","(2024,1,15,0,0)",15.79914367
Mantaro,"(2024,2,3,7,0)","(2024,2,3,17,0)",15.79914367
Mantaro,"(2024,3,16,7,0)","(2024,3,16,17,0)",15.79914367
Mantaro,"(2024,4,27,7,0)","(2024,4,27,17,0)",15.79914367
Mantaro,"(2024,6,15,7,0)","(2024,6,16,0,0)",15.79914367
Mantaro,"(2024,6,15,7,0)","(2024,6,15,17,0)",15.79914367
Mantaro,"(2024,6,16,0,0)","(2024,6,17,0,0)",15.79914367
Mantaro,"(2023,7,22,0,0)","(2023,7,22,10,0)",15.82654844
Mantaro,"(2023,9,9,0,0)","(2023,9,9,10,0)",15.82654844
Mantaro,"(2023,10,21,7,0)","(2023,10,21,17,0)",15.82654844
Mantaro,"(2023,12,2,0,0)","(2023,12,2,10,0)",15.82654844
Mantaro,"(2024,1,13,0,0)","(2024,1,13,10,0)",15.82654844
Mantaro,"(2024,2,24,7,0)","(2024,2,24,17,0)",15.82654844
Mantaro,"(2024,4,6,7,0)","(2024,4,6,17,0)",15.82654844
Mantaro,"(2024,5,18,7,0)","(2024,5,18,17,0)",15.82654844
Mantaro,"(2024,6,29,7,0)","(2024,6,29,17,0)",15.82654844
Mantaro,"(2023,7,11,0,0)","(2023,7,12,0,0)",15.87605383
Mantaro,"(2023,7,12,0,0)","(2023,7,13,0,0)",15.87605383
Mantaro,"(2023,7,13,0,0)","(2023,7,14,0,0)",15.87605383
Mantaro,"(2023,7,14,0,0)","(2023,7,15,0,0)",15.87605383
Mantaro,"(2023,7,15,0,0)","(2023,7,16,0,0)",15.87605383
Mantaro,"(2023,7,16,0,0)","(2023,7,17,0,0)",15.87605383
Mantaro,"(2023,7,17,0,0)","(2023,7,18,0,0)",15.87605383
Mantaro,"(2023,7,18,0,0)","(2023,7,19,0,0)",15.87605383
Mantaro,"(2023,7,19,0,0)","(2023,7,20,0,0)",15.87605383
Mantaro,"(2023,7,20,0,0)","(2023,7,21,0,0)",15.87605383
Mantaro,"(2023,7,20,7,0)","(2023,7,20,17,0)",15.87605383
Mantaro,"(2023,7,21,0,0)","(2023,7,22,0,0)",15.87605383
Mantaro,"(2023,7,22,0,0)","(2023,7,23,0,0)",15.87605383
Mantaro,"(2023,7,23,0,0)","(2023,7,24,0,0)",15.87605383
Mantaro,"(2023,7,24,0,0)","(2023,7,25,0,0)",15.87605383
Mantaro,"(2023,7,25,0,0)","(2023,7,26,0,0)",15.87605383
Mantaro,"(2023,7,26,0,0)","(2023,7,27,0,0)",15.87605383
Mantaro,"(2023,7,27,0,0)","(2023,7,28,0,0)",15.87605383
Mantaro,"(2023,7,28,0,0)","(2023,7,29,0,0)",15.87605383
Mantaro,"(2023,7,29,0,0)","(2023,7,30,0,0)",15.87605383
Mantaro,"(2023,7,30,0,0)","(2023,7,31,0,0)",15.87605383
Mantaro,"(2023,7,31,0,0)","(2023,8,1,0,0)",15.87605383
Mantaro,"(2023,8,1,0,0)","(2023,8,2,0,0)",15.87605383
Mantaro,"(2023,8,2,0,0)","(2023,8,3,0,0)",15.87605383
Mantaro,"(2023,8,3,0,0)","(2023,8,4,0,0)",15.87605383
Mantaro,"(2023,8,4,0,0)","(2023,8,5,0,0)",15.87605383
Mantaro,"(2023,8,5,0,0)","(2023,8,6,0,0)",15.87605383
Mantaro,"(2023,8,6,0,0)","(2023,8,7,0,0)",15.87605383
Mantaro,"(2023,8,7,0,0)","(2023,8,8,0,0)",15.87605383
Mantaro,"(2023,8,8,0,0)","(2023,8,9,0,0)",15.87605383
Mantaro,"(2023,8,9,0,0)","(2023,8,10,0,0)",15.87605383
Mantaro,"(2023,8,10,0,0)","(2023,8,11,0,0)",15.87605383
Mantaro,"(2023,8,11,0,0)","(2023,8,12,0,0)",15.87605383
Mantaro,"(2023,8,12,0,0)","(2023,8,13,0,0)",15.87605383
Mantaro,"(2023,8,13,0,0)","(2023,8,14,0,0)",15.87605383
Mantaro,"(2023,8,14,0,0)","(2023,8,15,0,0)",15.87605383
Mantaro,"(2023,8,15,0,0)","(2023,8,16,0,0)",15.87605383
Mantaro,"(2023,8,16,0,0)","(2023,8,17,0,0)",15.87605383
Mantaro,"(2023,8,17,0,0)","(2023,8,18,0,0)",15.87605383
Mantaro,"(2023,8,18,0,0)","(2023,8,19,0,0)",15.87605383
Mantaro,"(2023,8,19,0,0)","(2023,8,20,0,0)",15.87605383
Mantaro,"(2023,8,20,0,0)","(2023,8,21,0,0)",15.87605383
Mantaro,"(2023,8,21,0,0)","(2023,8,22,0,0)",15.87605383
Mantaro,"(2023,8,22,0,0)","(2023,8,23,0,0)",15.87605383
Mantaro,"(2023,8,23,0,0)","(2023,8,24,0,0)",15.87605383
Mantaro,"(2023,8,24,0,0)","(2023,8,25,0,0)",15.87605383
Mantaro,"(2023,8,25,0,0)","(2023,8,26,0,0)",15.87605383
Mantaro,"(2023,8,26,0,0)","(2023,8,27,0,0)",15.87605383
Mantaro,"(2023,8,26,7,0)","(2023,8,27,0,0)",15.87605383
Mantaro,"(2023,8,26,7,0)","(2023,8,26,17,0)",15.87605383
Mantaro,"(2023,8,27,0,0)","(2023,8,28,0,0)",15.87605383
Mantaro,"(2023,10,15,7,0)","(2023,10,15,17,0)",15.87605383
Mantaro,"(2023,11,28,7,0)","(2023,11,28,17,0)",15.87605383
Mantaro,"(2024,1,7,7,0)","(2024,1,7,17,0)",15.87605383
Mantaro,"(2024,2,18,7,0)","(2024,2,18,17,0)",15.87605383
Mantaro,"(2024,3,31,7,0)","(2024,3,31,17,0)",15.87605383
Mantaro,"(2024,5,15,7,0)","(2024,5,15,17,0)",15.87605383
Mantaro,"(2024,6,23,7,0)","(2024,6,23,17,0)",15.87605383
Mantaro,"(2023,9,10,7,0)","(2023,9,10,17,0)",15.9974599
Mantaro,"(2023,10,22,7,0)","(2023,10,22,17,0)",15.9974599
Mantaro,"(2023,12,8,0,0)","(2023,12,8,10,0)",15.9974599
Mantaro,"(2024,1,18,7,0)","(2024,1,18,17,0)",15.9974599
Mantaro,"(2024,2,25,7,0)","(2024,2,25,17,0)",15.9974599
Mantaro,"(2024,4,13,7,0)","(2024,4,14,0,0)",15.9974599
Mantaro,"(2024,4,13,7,0)","(2024,4,13,17,0)",15.9974599
Mantaro,"(2024,4,14,0,0)","(2024,4,15,0,0)",15.9974599
Mantaro,"(2024,4,15,0,0)","(2024,4,15,17,0)",15.9974599
Mantaro,"(2024,5,26,7,0)","(2024,5,26,17,0)",15.9974599
Mantaro,"(2024,6,26,0,0)","(2024,6,26,10,0)",15.9974599
Mantaro,"(2023,7,9,0,0)","(2023,7,9,10,0)",11.98634476
Mantaro,"(2023,8,28,7,0)","(2023,8,29,0,0)",11.98634476
Mantaro,"(2023,8,28,7,0)","(2023,8,28,17,0)",11.98634476
Mantaro,"(2023,8,29,0,0)","(2023,8,30,0,0)",11.98634476
Mantaro,"(2023,8,30,0,0)","(2023,8,31,0,0)",11.98634476
Mantaro,"(2023,8,31,0,0)","(2023,9,1,0,0)",11.98634476
Mantaro,"(2023,9,1,0,0)","(2023,9,2,0,0)",11.98634476
Mantaro,"(2023,9,2,0,0)","(2023,9,3,0,0)",11.98634476
Mantaro,"(2023,9,3,0,0)","(2023,9,4,0,0)",11.98634476
Mantaro,"(2023,9,4,0,0)","(2023,9,5,0,0)",11.98634476
Mantaro,"(2023,9,5,0,0)","(2023,9,6,0,0)",11.98634476
Mantaro,"(2023,9,6,0,0)","(2023,9,7,0,0)",11.98634476
Mantaro,"(2023,9,7,0,0)","(2023,9,8,0,0)",11.98634476
Mantaro,"(2023,9,8,0,0)","(2023,9,9,0,0)",11.98634476
Mantaro,"(2023,9,9,0,0)","(2023,9,10,0,0)",11.98634476
Mantaro,"(2023,9,10,0,0)","(2023,9,11,0,0)",11.98634476
Mantaro,"(2023,9,11,0,0)","(2023,9,12,0,0)",11.98634476
Mantaro,"(2023,9,12,0,0)","(2023,9,13,0,0)",11.98634476
Mantaro,"(2023,9,13,0,0)","(2023,9,14,0,0)",11.98634476
Mantaro,"(2023,9,14,0,0)","(2023,9,15,0,0)",11.98634476
Mantaro,"(2023,9,15,0,0)","(2023,9,16,0,0)",11.98634476
Mantaro,"(2023,9,16,0,0)","(2023,9,17,0,0)",11.98634476
Mantaro,"(2023,9,17,0,0)","(2023,9,18,0,0)",11.98634476
Mantaro,"(2023,9,18,0,0)","(2023,9,19,0,0)",11.98634476
Mantaro,"(2023,9,19,0,0)","(2023,9,20,0,0)",11.98634476
Mantaro,"(2023,9,20,0,0)","(2023,9,21,0,0)",11.98634476
Mantaro,"(2023,9,21,0,0)","(2023,9,22,0,0)",11.98634476
Mantaro,"(2023,9,22,0,0)","(2023,9,23,0,0)",11.98634476
Mantaro,"(2023,9,23,0,0)","(2023,9,24,0,0)",11.98634476
Mantaro,"(2023,9,24,0,0)","(2023,9,25,0,0)",11.98634476
Mantaro,"(2023,9,25,0,0)","(2023,9,26,0,0)",11.98634476
Mantaro,"(2023,9,26,0,0)","(2023,9,27,0,0)",11.98634476
Mantaro,"(2023,9,27,0,0)","(2023,9,28,0,0)",11.98634476
Mantaro,"(2023,9,28,0,0)","(2023,9,29,0,0)",11.98634476
Mantaro,"(2023,9,29,0,0)","(2023,9,30,0,0)",11.98634476
Mantaro,"(2023,9,30,0,0)","(2023,10,1,0,0)",11.98634476
Mantaro,"(2023,10,1,0,0)","(2023,10,2,0,0)",11.98634476
Mantaro,"(2023,10,2,0,0)","(2023,10,3,0,0)",11.98634476
Mantaro,"(2023,10,3,0,0)","(2023,10,4,0,0)",11.98634476
Mantaro,"(2023,10,3,7,0)","(2023,10,3,17,0)",11.98634476
Mantaro,"(2023,10,4,0,0)","(2023,10,5,0,0)",11.98634476
Mantaro,"(2023,10,5,0,0)","(2023,10,6,0,0)",11.98634476
Mantaro,"(2023,10,6,0,0)","(2023,10,7,0,0)",11.98634476
Mantaro,"(2023,10,7,0,0)","(2023,10,8,0,0)",11.98634476
Mantaro,"(2023,10,8,0,0)","(2023,10,9,0,0)",11.98634476
Mantaro,"(2023,10,9,0,0)","(2023,10,10,0,0)",11.98634476
Mantaro,"(2023,10,10,0,0)","(2023,10,11,0,0)",11.98634476
Mantaro,"(2023,10,11,0,0)","(2023,10,12,0,0)",11.98634476
Mantaro,"(2023,10,12,0,0)","(2023,10,13,0,0)",11.98634476
Mantaro,"(2023,10,13,0,0)","(2023,10,14,0,0)",11.98634476
Mantaro,"(2023,11,16,7,0)","(2023,11,16,17,0)",11.98634476
Mantaro,"(2024,2,10,7,0)","(2024,2,11,0,0)",11.98634476
Mantaro,"(2024,2,10,7,0)","(2024,2,10,17,0)",11.98634476
Mantaro,"(2024,2,11,0,0)","(2024,2,12,0,0)",11.98634476
Mantaro,"(2024,3,21,7,0)","(2024,3,21,17,0)",11.98634476
Mantaro,"(2024,5,2,7,0)","(2024,5,2,17,0)",11.98634476
Mantaro,"(2024,6,9,7,0)","(2024,6,9,17,0)",11.98634476
Mantaro,"(2023,7,1,0,0)","(2023,7,2,0,0)",12.34496415
Mantaro,"(2023,7,2,0,0)","(2023,7,3,0,0)",12.34496415
Mantaro,"(2023,7,3,0,0)","(2023,7,4,0,0)",12.34496415
Mantaro,"(2023,7,4,0,0)","(2023,7,5,0,0)",12.34496415
Mantaro,"(2023,7,5,0,0)","(2023,7,6,0,0)",12.34496415
Mantaro,"(2023,7,6,0,0)","(2023,7,7,0,0)",12.34496415
Mantaro,"(2023,7,7,0,0)","(2023,7,8,0,0)",12.34496415
Mantaro,"(2023,7,8,0,0)","(2023,7,9,0,0)",12.34496415
Mantaro,"(2023,7,9,0,0)","(2023,7,10,0,0)",12.34496415
Mantaro,"(2023,7,10,0,0)","(2023,7,11,0,0)",12.34496415
Mantaro,"(2023,7,23,7,0)","(2023,7,23,17,0)",12.34496415
Mantaro,"(2023,9,3,7,0)","(2023,9,3,17,0)",12.34496415
Mantaro,"(2023,10,14,7,0)","(2023,10,14,17,0)",12.34496415
Mantaro,"(2023,11,25,7,0)","(2023,11,25,17,0)",12.34496415
Mantaro,"(2024,1,6,0,0)","(2024,1,6,10,0)",12.34496415
Mantaro,"(2024,2,17,7,0)","(2024,2,17,17,0)",12.34496415
Mantaro,"(2024,3,30,7,0)","(2024,3,30,17,0)",12.34496415
Mantaro,"(2024,5,11,7,0)","(2024,5,11,17,0)",12.34496415
Mantaro,"(2024,6,22,7,0)","(2024,6,22,17,0)",12.34496415
Mantaro,"(2023,7,2,7,0)","(2023,7,2,17,0)",12.16948523
