unit,date_init,date_end,value_replace
Mantaro,"(2023,8,12,7,0)","(2023,8,12,17,0)",12.16948523
Mantaro,"(2023,9,23,0,0)","(2023,9,23,10,0)",12.16948523
Mantaro,"(2023,11,5,7,0)","(2023,11,5,17,0)",12.16948523
Mantaro,"(2023,12,17,7,0)","(2023,12,17,17,0)",12.16948523
Mantaro,"(2024,1,20,7,0)","(2024,1,21,0,0)",12.16948523
Mantaro,"(2024,1,20,7,0)","(2024,1,20,17,0)",12.16948523
Mantaro,"(2024,1,21,0,0)","(2024,1,22,0,0)",12.16948523
Mantaro,"(2024,3,9,7,0)","(2024,3,9,17,0)",12.16948523
Mantaro,"(2024,4,20,7,0)","(2024,4,20,17,0)",12.16948523
Mantaro,"(2024,6,2,7,0)","(2024,6,2,17,0)",12.16948523
Restitucion,"(2023,10,22,5,0)","(2023,10,22,15,0)",100
Restitucion,"(2024,3,1,0,0)","(2024,3,2,0,0)",100
Restitucion,"(2024,3,2,0,0)","(2024,3,3,0,0)",100
Restitucion,"(2024,3,3,0,0)","(2024,3,4,0,0)",100
Restitucion,"(2024,3,4,0,0)","(2024,3,5,0,0)",100
Restitucion,"(2024,3,5,0,0)","(2024,3,6,0,0)",100
Restitucion,"(2024,3,6,0,0)","(2024,3,7,0,0)",100
Restitucion,"(2024,3,7,0,0)","(2024,3,8,0,0)",100
Restitucion,"(2024,3,8,0,0)","(2024,3,9,0,0)",100
Restitucion,"(2024,3,9,0,0)","(2024,3,10,0,0)",100
Restitucion,"(2024,3,10,0,0)","(2024,3,11,0,0)",100
Restitucion,"(2024,3,11,0,0)","(2024,3,12,0,0)",100
Restitucion,"(2024,3,12,0,0)","(2024,3,13,0,0)",100
Restitucion,"(2024,3,13,0,0)","(2024,3,14,0,0)",100
Restitucion,"(2024,3,14,0,0)","(2024,3,15,0,0)",100
Restitucion,"(2024,3,15,0,0)","(2024,3,16,0,0)",100
Restitucion,"(2023,8,13,7,0)","(2023,8,13,17,0)",33.68362529
Restitucion,"(2023,10,7,7,0)","(2023,10,8,0,0)",33.68362529
Restitucion,"(2023,10,8,0,0)","(2023,10,9,0,0)",33.68362529
Restitucion,"(2023,10,8,7,0)","(2023,10,8,17,0)",33.68362529
Restitucion,"(2023,12,3,7,0)","(2023,12,3,17,0)",33.68362529
Restitucion,"(2024,1,28,7,0)","(2024,1,28,17,0)",33.68362529
Restitucion,"(2024,3,23,7,0)","(2024,3,24,0,0)",33.68362529
Restitucion,"(2024,3,23,7,0)","(2024,3,23,17,0)",33.68362529
Restitucion,"(2024,3,24,0,0)","(2024,3,25,0,0)",33.68362529
Restitucion,"(2024,5,19,7,0)","(2024,5,19,17,0)",33.68362529
Restitucion,"(2023,7,21,0,0)","(2023,7,21,10,0)",33.2725715
Restitucion,"(2023,9,24,7,0)","(2023,9,24,17,0)",33.2725715
Restitucion,"(2023,11,18,7,0)","(2023,11,19,0,0)",33.2725715
Restitucion,"(2023,11,19,0,0)","(2023,11,20,0,0)",33.2725715
Restitucion,"(2023,11,19,7,0)","(2023,11,19,17,0)",33.2725715
Restitucion,"(2024,1,14,7,0)","(2024,1,14,17,0)",33.2725715
Restitucion,"(2024,3,10,7,0)","(2024,3,10,17,0)",33.2725715
Restitucion,"(2024,5,4,7,0)","(2024,5,5,0,0)",33.2725715
Restitucion,"(2024,5,4,7,0)","(2024,5,4,17,0)",33.2725715
Restitucion,"(2024,5,5,0,0)","(2024,5,6,0,0)",33.2725715
Restitucion,"(2024,6,30,7,0)","(2024,6,30,17,0)",33.2725715
Restitucion,"(2023,8,5,7,0)","(2023,8,6,0,0)",33.0438032
Restitucion,"(2023,8,5,7,0)","(2023,8,5,17,0)",33.0438032
Restitucion,"(2023,8,6,0,0)","(2023,8,7,0,0)",33.0438032
Restitucion,"(2023,10,1,7,0)","(2023,10,1,17,0)",33.0438032
Restitucion,"(2023,11,26,7,0)","(2023,11,26,17,0)",33.0438032
Restitucion,"(2024,1,27,7,0)","(2024,1,27,17,0)",33.0438032
Restitucion,"(2024,3,17,7,0)","(2024,3,17,17,0)",33.0438032
Restitucion,"(2024,5,12,7,0)","(2024,5,12,17,0)",33.0438032
Chaglla,"(2023,7,21,6,0)","(2023,7,21,17,0)",100
Chaglla,"(2023,7,22,6,0)","(2023,7,22,17,0)",100
Chaglla,"(2023,7,22,7,0)","(2023,7,22,18,0)",100
Chaglla,"(2023,7,22,8,0)","(2023,7,22,19,0)",100
Chaglla,"(2023,7,23,6,0)","(2023,7,23,17,0)",100
Chaglla,"(2023,7,23,7,0)","(2023,7,23,18,0)",100
Chaglla,"(2023,8,5,7,0)","(2023,8,6,0,0)",100
Chaglla,"(2023,8,5,7,0)","(2023,8,6,0,0)",100
Chaglla,"(2023,8,6,0,0)","(2023,8,6,18,0)",100
Chaglla,"(2023,8,6,0,0)","(2023,8,6,18,0)",100
Chaglla,"(2023,12,8,6,0)","(2023,12,8,17,0)",100
Chaglla,"(2023,12,9,6,0)","(2023,12,9,17,0)",100
Chaglla,"(2023,12,10,6,0)","(2023,12,10,17,0)",100
Chaglla,"(2023,7,20,7,0)","(2023,7,20,17,0)",50.02870203
Chaglla,"(2023,7,21,8,0)","(2023,7,22,0,0)",50.02870203
Chaglla,"(2023,7,22,0,0)","(2023,7,22,18,0)",50.02870203
Chaglla,"(2023,8,1,7,0)","(2023,8,1,18,0)",50.02870203
Chaglla,"(2023,8,2,6,0)","(2023,8,2,18,0)",50.02870203
Chaglla,"(2023,8,5,7,0)","(2023,8,5,18,0)",50.02870203
Chaglla,"(2023,8,6,6,0)","(2023,8,6,18,0)",50.02870203
Chaglla,"(2023,8,11,7,0)","(2023,8,12,0,0)",50.02870203
Chaglla,"(2023,8,12,0,0)","(2023,8,13,0,0)",50.02870203
Chaglla,"(2023,8,13,0,0)","(2023,8,14,0,0)",50.02870203
Chaglla,"(2023,8,14,0,0)","(2023,8,15,0,0)",50.02870203
Chaglla,"(2023,8,15,0,0)","(2023,8,16,0,0)",50.02870203
Chaglla,"(2023,8,16,0,0)","(2023,8,17,0,0)",50.02870203
Chaglla,"(2023,8,17,0,0)","(2023,8,18,0,0)",50.02870203
Chaglla,"(2023,8,18,0,0)","(2023,8,19,0,0)",50.02870203
Chaglla,"(2023,8,19,0,0)","(2023,8,20,0,0)",50.02870203
Chaglla,"(2023,8,20,0,0)","(2023,8,21,0,0)",50.02870203
Chaglla,"(2023,8,21,0,0)","(2023,8,22,0,0)",50.02870203
Chaglla,"(2023,8,22,0,0)","(2023,8,23,0,0)",50.02870203
Chaglla,"(2023,8,23,0,0)","(2023,8,24,0,0)",50.02870203
Chaglla,"(2023,8,24,0,0)","(2023,8,25,0,0)",50.02870203
Chaglla,"(2023,8,25,0,0)","(2023,8,26,0,0)",50.02870203
Chaglla,"(2023,8,26,0,0)","(2023,8,27,0,0)",50.02870203
Chaglla,"(2023,8,27,0,0)","(2023,8,28,0,0)",50.02870203
Chaglla,"(2023,8,28,0,0)","(2023,8,29,0,0)",50.02870203
Chaglla,"(2023,8,29,0,0)","(2023,8,30,0,0)",50.02870203
Chaglla,"(2023,8,30,0,0)","(2023,8,31,0,0)",50.02870203
Chaglla,"(2023,8,31,0,0)","(2023,8,31,19,0)",50.02870203
Chaglla,"(2023,10,21,7,0)","(2023,10,21,18,0)",50.02870203
Chaglla,"(2023,11,4,7,0)","(2023,11,5,0,0)",50.02870203
Chaglla,"(2023,11,5,0,0)","(2023,11,6,0,0)",50.02870203
Chaglla,"(2023,11,6,0,0)","(2023,11,6,19,0)",50.02870203
Chaglla,"(2023,11,29,6,0)","(2023,11,29,18,0)",50.02870203
Chaglla,"(2023,12,1,7,0)","(2023,12,1,9,0)",50.02870203
Chaglla,"(2023,12,1,9,0)","(2023,12,1,15,0)",50.02870203
Chaglla,"(2023,12,1,15,0)","(2023,12,1,17,0)",50.02870203
Chaglla,"(2023,7,23,8,0)","(2023,7,24,0,0)",49.97129797
Chaglla,"(2023,7,24,0,0)","(2023,7,24,18,0)",49.97129797
Chaglla,"(2023,7,24,6,0)","(2023,7,24,17,0)",49.97129797
Chaglla,"(2023,9,16,7,0)","(2023,9,16,18,0)",49.97129797
Chaglla,"(2023,9,17,6,0)","(2023,9,17,18,0)",49.97129797
Chaglla,"(2023,9,23,7,0)","(2023,9,23,18,0)",49.97129797
Chaglla,"(2023,9,24,6,0)","(2023,9,24,18,0)",49.97129797
Chaglla,"(2023,9,29,7,0)","(2023,9,30,0,0)",49.97129797
Chaglla,"(2023,9,30,0,0)","(2023,10,1,0,0)",49.97129797
Chaglla,"(2023,10,1,0,0)","(2023,10,2,0,0)",49.97129797
Chaglla,"(2023,10,2,0,0)","(2023,10,3,0,0)",49.97129797
Chaglla,"(2023,10,3,0,0)","(2023,10,4,0,0)",49.97129797
Chaglla,"(2023,10,4,0,0)","(2023,10,5,0,0)",49.97129797
Chaglla,"(2023,10,5,0,0)","(2023,10,6,0,0)",49.97129797
Chaglla,"(2023,10,6,0,0)","(2023,10,7,0,0)",49.97129797
Chaglla,"(2023,10,7,0,0)","(2023,10,8,0,0)",49.97129797
Chaglla,"(2023,10,8,0,0)","(2023,10,9,0,0)",49.97129797
Chaglla,"(2023,10,9,0,0)","(2023,10,10,0,0)",49.97129797
Chaglla,"(2023,10,10,0,0)","(2023,10,11,0,0)",49.97129797
Chaglla,"(2023,10,11,0,0)","(2023,10,12,0,0)",49.97129797
Chaglla,"(2023,10,12,0,0)","(2023,10,13,0,0)",49.97129797
Chaglla,"(2023,10,13,0,0)","(2023,10,14,0,0)",49.97129797
Chaglla,"(2023,10,14,0,0)","(2023,10,15,0,0)",49.97129797
Chaglla,"(2023,10,15,0,0)","(2023,10,16,0,0)",49.97129797
Chaglla,"(2023,10,16,0,0)","(2023,10,17,0,0)",49.97129797
Chaglla,"(2023,10,17,0,0)","(2023,10,18,0,0)",49.97129797
Chaglla,"(2023,10,18,0,0)","(2023,10,19,0,0)",49.97129797
Chaglla,"(2023,10,19,0,0)","(2023,10,19,19,0)",49.97129797
Chaglla,"(2023,10,23,6,0)","(2023,10,23,18,0)",49.97129797
Chaglla,"(2023,11,11,7,0)","(2023,11,12,0,0)",49.97129797
Chaglla,"(2023,11,12,0,0)","(2023,11,13,0,0)",49.97129797
Chaglla,"(2023,11,13,0,0)","(2023,11,13,19,0)",49.97129797
Chaglla,"(2023,11,30,6,0)","(2023,11,30,18,0)",49.97129797
Chaglla,"(2023,12,2,7,0)","(2023,12,2,9,0)",49.97129797
Chaglla,"(2023,12,2,9,0)","(2023,12,2,15,0)",49.97129797
Chaglla,"(2023,12,2,15,0)","(2023,12,2,17,0)",49.97129797
Huanza,"(2024,3,16,0,0)","(2024,3,17,0,0)",100
Huanza,"(2024,3,17,0,0)","(2024,3,18,0,0)",100
Huanza,"(2024,3,18,0,0)","(2024,3,19,0,0)",100
Huanza,"(2024,4,7,0,0)","(2024,4,8,0,0)",100
Huanza,"(2024,4,8,0,0)","(2024,4,9,0,0)",100
Huanza,"(2024,4,9,0,0)","(2024,4,10,0,0)",100
Huanza,"(2024,4,10,0,0)","(2024,4,11,0,0)",100
Huanza,"(2024,4,11,0,0)","(2024,4,12,0,0)",100
Huanza,"(2024,4,12,0,0)","(2024,4,13,0,0)",100
Huanza,"(2024,4,13,0,0)","(2024,4,14,0,0)",100
Huanza,"(2024,4,14,0,0)","(2024,4,15,0,0)",100
Huanza,"(2024,4,15,0,0)","(2024,4,16,0,0)",100
Huanza,"(2024,4,16,0,0)","(2024,4,17,0,0)",100
Huanza,"(2024,4,17,0,0)","(2024,4,18,0,0)",100
Huanza,"(2024,4,18,0,0)","(2024,4,19,0,0)",100
Huanza,"(2024,4,19,0,0)","(2024,4,20,0,0)",100
Huanza,"(2024,4,20,0,0)","(2024,4,21,0,0)",100
Huanza,"(2023,9,12,0,0)","(2023,9,12,15,0)",50.28581309
Huanza,"(2023,12,5,0,0)","(2023,12,5,15,0)",50.28581309
Huanza,"(2024,3,19,0,0)","(2024,3,20,0,0)",50.28581309
Huanza,"(2024,3,20,0,0)","(2024,3,21,0,0)",50.28581309
Huanza,"(2024,3,21,0,0)","(2024,3,22,0,0)",50.28581309
Huanza,"(2024,3,22,0,0)","(2024,3,23,0,0)",50.28581309
Huanza,"(2024,3,23,0,0)","(2024,3,24,0,0)",50.28581309
Huanza,"(2024,3,24,0,0)","(2024,3,25,0,0)",50.28581309
Huanza,"(2024,3,25,0,0)","(2024,3,26,0,0)",50.28581309
Huanza,"(2024,3,26,0,0)","(2024,3,27,0,0)",50.28581309
Huanza,"(2024,3,27,0,0)","(2024,3,28,0,0)",50.28581309
Huanza,"(2024,3,28,0,0)","(2024,3,29,0,0)",50.28581309
Huanza,"(2024,3,29,0,0)","(2024,3,30,0,0)",50.28581309
Huanza,"(2024,3,30,0,0)","(2024,3,31,0,0)",50.28581309
Huanza,"(2024,3,31,0,0)","(2024,4,1,0,0)",50.28581309
Huanza,"(2024,4,1,0,0)","(2024,4,2,0,0)",50.28581309
Huanza,"(2024,4,2,0,0)","(2024,4,3,0,0)",50.28581309
Huanza,"(2024,4,3,0,0)","(2024,4,4,0,0)",50.28581309
Huanza,"(2024,4,4,0,0)","(2024,4,5,0,0)",50.28581309
Huanza,"(2024,4,5,0,0)","(2024,4,6,0,0)",50.28581309
Huanza,"(2024,4,6,0,0)","(2024,4,7,0,0)",50.28581309
Huanza,"(2024,6,4,0,0)","(2024,6,4,15,0)",50.28581309
Huanza,"(2023,9,14,0,0)","(2023,9,14,15,0)",50.28581309
Huanza,"(2023,12,7,0,0)","(2023,12,7,15,0)",50.28581309
Huanza,"(2024,6,6,0,0)","(2024,6,6,15,0)",50.28581309
Callahuanca ,"(2024,4,14,7,0)","(2024,4,14,17,0)",100
Callahuanca ,"(2023,9,11,7,0)","(2023,9,11,17,0)",33.59255993
Callahuanca ,"(2023,12,5,7,0)","(2023,12,5,17,0)",33.59255993
Callahuanca ,"(2024,3,16,7,0)","(2024,3,16,17,0)",33.59255993
Callahuanca ,"(2024,4,14,7,0)","(2024,4,14,17,0)",33.59255993
Callahuanca ,"(2024,5,6,0,0)","(2024,5,7,0,0)",33.59255993
Callahuanca ,"(2024,5,6,6,0)","(2024,5,7,0,0)",33.59255993
Callahuanca ,"(2024,5,6,7,0)","(2024,5,6,17,0)",33.59255993
Callahuanca ,"(2024,5,7,0,0)","(2024,5,8,0,0)",33.59255993
Callahuanca ,"(2024,5,8,0,0)","(2024,5,9,0,0)",33.59255993
Callahuanca ,"(2024,5,9,6,0)","(2024,5,10,0,0)",33.59255993
Callahuanca ,"(2023,7,17,0,0)","(2023,7,18,0,0)",33.16162912
Callahuanca ,"(2023,7,18,0,0)","(2023,7,19,0,0)",33.16162912
Callahuanca ,"(2023,7,19,0,0)","(2023,7,20,0,0)",33.16162912
Callahuanca ,"(2023,7,20,0,0)","(2023,7,21,0,0)",33.16162912
Callahuanca ,"(2023,7,21,0,0)","(2023,7,22,0,0)",33.16162912
Callahuanca ,"(2023,7,22,0,0)","(2023,7,23,0,0)",33.16162912
Callahuanca ,"(2023,9,12,6,0)","(2023,9,12,17,0)",33.16162912
Callahuanca ,"(2023,12,6,7,0)","(2023,12,6,17,0)",33.16162912
Callahuanca ,"(2024,3,19,7,0)","(2024,3,20,0,0)",33.16162912
Callahuanca ,"(2024,3,19,7,0)","(2024,3,19,17,0)",33.16162912
Callahuanca ,"(2024,3,20,0,0)","(2024,3,21,0,0)",33.16162912
Callahuanca ,"(2024,3,21,0,0)","(2024,3,22,0,0)",33.16162912
Callahuanca ,"(2024,4,14,7,0)","(2024,4,14,17,0)",33.16162912
Callahuanca ,"(2024,5,13,6,0)","(2024,5,14,0,0)",33.16162912
Callahuanca ,"(2024,5,16,6,0)","(2024,5,17,0,0)",33.16162912
Callahuanca ,"(2024,6,11,7,0)","(2024,6,11,17,0)",33.16162912
Callahuanca ,"(2023,7,10,0,0)","(2023,7,11,0,0)",33.24581095
Callahuanca ,"(2023,7,11,0,0)","(2023,7,12,0,0)",33.24581095
Callahuanca ,"(2023,7,12,0,0)","(2023,7,13,0,0)",33.24581095
Callahuanca ,"(2023,7,13,0,0)","(2023,7,14,0,0)",33.24581095
Callahuanca ,"(2023,7,14,0,0)","(2023,7,15,0,0)",33.24581095
Callahuanca ,"(2023,7,15,0,0)","(2023,7,16,0,0)",33.24581095
Callahuanca ,"(2023,9,13,6,0)","(2023,9,13,17,0)",33.24581095
Callahuanca ,"(2023,12,7,7,0)","(2023,12,7,17,0)",33.24581095
Callahuanca ,"(2024,3,23,7,0)","(2024,3,24,0,0)",33.24581095
Callahuanca ,"(2024,3,23,7,0)","(2024,3,23,17,0)",33.24581095
Callahuanca ,"(2024,3,24,0,0)","(2024,3,25,0,0)",33.24581095
Callahuanca ,"(2024,3,25,0,0)","(2024,3,26,0,0)",33.24581095
Callahuanca ,"(2024,4,14,7,0)","(2024,4,14,17,0)",33.24581095
Callahuanca ,"(2024,6,10,6,0)","(2024,6,11,0,0)",33.24581095
Callahuanca ,"(2024,6,10,7,0)","(2024,6,10,17,0)",33.24581095
Callahuanca ,"(2024,6,12,6,0)","(2024,6,13,0,0)",33.24581095
Callahuanca4,"(2023,9,10,7,0)","(2023,9,10,17,0)",100
Callahuanca4,"(2023,12,8,7,0)","(2023,12,8,17,0)",100
Callahuanca4,"(2024,3,17,7,0)","(2024,3,17,17,0)",100
Callahuanca4,"(2024,4,14,7,0)","(2024,4,14,17,0)",100
Callahuanca4,"(2024,6,17,7,0)","(2024,6,17,17,0)",100
Huampani,"(2023,11,19,7,0)","(2023,11,19,17,0)",100
Huampani,"(2023,11,19,7,0)","(2023,11,19,12,0)",100
Huampani,"(2024,2,25,0,0)","(2024,2,25,17,0)",100
Huampani,"(2024,2,25,7,0)","(2024,2,25,12,0)",100
Huampani,"(2024,5,26,7,0)","(2024,5,26,17,0)",100
Huampani,"(2024,5,26,7,0)","(2024,5,26,12,0)",100
Huampani,"(2023,7,1,7,0)","(2023,7,2,0,0)",50.61588331
Huampani,"(2023,7,2,0,0)","(2023,7,3,0,0)",50.61588331
Huampani,"(2023,7,3,0,0)","(2023,7,4,0,0)",50.61588331
Huampani,"(2023,7,4,0,0)","(2023,7,5,0,0)",50.61588331
Huampani,"(2023,10,3,7,0)","(2023,10,3,17,0)",50.61588331
Huampani,"(2023,11,19,7,0)","(2023,11,19,12,0)",50.61588331
Huampani,"(2024,1,25,6,0)","(2024,1,26,0,0)",50.61588331
Huampani,"(2024,1,27,6,0)","(2024,1,28,0,0)",50.61588331
Huampani,"(2024,2,25,7,0)","(2024,2,25,12,0)",50.61588331
Huampani,"(2024,2,25,7,0)","(2024,2,25,17,0)",50.61588331
Huampani,"(2024,5,26,7,0)","(2024,5,26,12,0)",50.61588331
Huampani,"(2024,5,26,7,0)","(2024,5,26,17,0)",50.61588331
Huampani,"(2023,7,6,0,0)","(2023,7,7,0,0)",49.38411669
Huampani,"(2023,7,7,0,0)","(2023,7,8,0,0)",49.38411669
Huampani,"(2023,7,8,0,0)","(2023,7,9,0,0)",49.38411669
Huampani,"(2023,7,9,0,0)","(2023,7,10,0,0)",49.38411669
Huampani,"(2023,10,5,7,0)","(2023,10,5,17,0)",49.38411669
Huampani,"(2023,11,19,7,0)","(2023,11,19,12,0)",49.38411669
Huampani,"(2024,1,31,6,0)","(2024,2,1,0,0)",49.38411669
Huampani,"(2024,2,2,6,0)","(2024,2,3,0,0)",49.38411669
Huampani,"(2024,2,2,7,0)","(2024,2,2,17,0)",49.38411669
Huampani,"(2024,2,25,7,0)","(2024,2,25,12,0)",49.38411669
Huampani,"(2024,5,26,7,0)","(2024,5,26,12,0)",49.38411669
Huampani,"(2024,5,28,7,0)","(2024,5,28,17,0)",49.38411669
Huinco,"(2023,12,17,0,0)","(2023,12,18,0,0)",100
Huinco,"(2024,3,23,0,0)","(2024,3,23,17,0)",100
Huinco,"(2024,3,23,0,0)","(2024,3,24,0,0)",100
Huinco,"(2024,3,24,0,0)","(2024,3,25,0,0)",100
Huinco,"(2023,8,1,6,0)","(2023,8,2,0,0)",25.01979129
Huinco,"(2023,8,3,6,0)","(2023,8,4,0,0)",25.01979129
Huinco,"(2023,12,17,0,0)","(2023,12,18,0,0)",25.01979129
Huinco,"(2023,12,17,0,0)","(2023,12,18,0,0)",25.01979129
Huinco,"(2023,12,17,0,0)","(2023,12,18,0,0)",25.01979129
Huinco,"(2023,12,18,0,0)","(2023,12,19,0,0)",25.01979129
Huinco,"(2023,12,18,0,0)","(2023,12,19,0,0)",25.01979129
Huinco,"(2023,12,19,0,0)","(2023,12,20,0,0)",25.01979129
Huinco,"(2023,12,19,0,0)","(2023,12,20,0,0)",25.01979129
Huinco,"(2023,12,20,0,0)","(2023,12,21,0,0)",25.01979129
Huinco,"(2023,12,21,0,0)","(2023,12,22,0,0)",25.01979129
Huinco,"(2024,3,24,7,0)","(2024,3,24,17,0)",25.01979129
Huinco,"(2024,4,15,7,0)","(2024,4,16,0,0)",25.01979129
Huinco,"(2024,4,15,7,0)","(2024,4,15,17,0)",25.01979129
Huinco,"(2024,4,16,0,0)","(2024,4,17,0,0)",25.01979129
Huinco,"(2024,4,17,0,0)","(2024,4,18,0,0)",25.01979129
Huinco,"(2024,4,18,0,0)","(2024,4,18,7,0)",25.01979129
Huinco,"(2024,6,5,7,0)","(2024,6,5,17,0)",25.01979129
Huinco,"(2023,7,1,0,0)","(2023,7,2,0,0)",24.86865779
Huinco,"(2023,7,2,0,0)","(2023,7,3,0,0)",24.86865779
Huinco,"(2023,7,3,0,0)","(2023,7,4,0,0)",24.86865779
Huinco,"(2023,7,4,0,0)","(2023,7,5,0,0)",24.86865779
Huinco,"(2023,7,5,0,0)","(2023,7,6,0,0)",24.86865779
Huinco,"(2023,7,6,0,0)","(2023,7,7,0,0)",24.86865779
Huinco,"(2023,7,7,0,0)","(2023,7,8,0,0)",24.86865779
Huinco,"(2023,7,8,0,0)","(2023,7,9,0,0)",24.86865779
Huinco,"(2023,7,9,0,0)","(2023,7,10,0,0)",24.86865779
Huinco,"(2023,7,10,0,0)","(2023,7,11,0,0)",24.86865779
Huinco,"(2023,7,11,0,0)","(2023,7,12,0,0)",24.86865779
Huinco,"(2023,7,12,0,0)","(2023,7,13,0,0)",24.86865779
Huinco,"(2023,7,13,0,0)","(2023,7,14,0,0)",24.86865779
Huinco,"(2023,7,14,0,0)","(2023,7,15,0,0)",24.86865779
Huinco,"(2023,7,15,0,0)","(2023,7,16,0,0)",24.86865779
Huinco,"(2023,11,3,0,0)","(2023,11,4,0,0)",24.86865779
Huinco,"(2023,11,4,0,0)","(2023,11,5,0,0)",24.86865779
Huinco,"(2023,11,5,0,0)","(2023,11,6,0,0)",24.86865779
Huinco,"(2023,11,6,0,0)","(2023,11,7,0,0)",24.86865779
Huinco,"(2023,11,7,0,0)","(2023,11,8,0,0)",24.86865779
Huinco,"(2023,12,17,0,0)","(2023,12,18,0,0)",24.86865779
Huinco,"(2024,3,24,7,0)","(2024,3,24,17,0)",24.86865779
Huinco,"(2024,4,24,7,0)","(2024,4,25,0,0)",24.86865779
Huinco,"(2024,4,24,7,0)","(2024,4,24,17,0)",24.86865779
Huinco,"(2024,4,25,0,0)","(2024,4,26,0,0)",24.86865779
Huinco,"(2024,4,26,0,0)","(2024,4,27,0,0)",24.86865779
Huinco,"(2024,4,27,0,0)","(2024,4,27,7,0)",24.86865779
Huinco,"(2024,6,7,7,0)","(2024,6,7,17,0)",24.86865779
Huinco,"(2023,8,8,6,0)","(2023,8,9,0,0)",25.15797049
Huinco,"(2023,8,10,6,0)","(2023,8,11,0,0)",25.15797049
Huinco,"(2023,12,17,0,0)","(2023,12,18,0,0)",25.15797049
Huinco,"(2024,3,24,7,0)","(2024,3,24,17,0)",25.15797049
Huinco,"(2024,4,19,7,0)","(2024,4,19,17,0)",25.15797049
Huinco,"(2024,6,13,7,0)","(2024,6,13,17,0)",25.15797049
Huinco,"(2023,11,25,0,0)","(2023,11,26,0,0)",24.95358042
Huinco,"(2023,11,26,0,0)","(2023,11,27,0,0)",24.95358042
Huinco,"(2023,11,27,0,0)","(2023,11,28,0,0)",24.95358042
Huinco,"(2023,11,28,0,0)","(2023,11,29,0,0)",24.95358042
Huinco,"(2023,11,29,0,0)","(2023,11,30,0,0)",24.95358042
Huinco,"(2023,12,17,0,0)","(2023,12,18,0,0)",24.95358042
Huinco,"(2024,3,24,7,0)","(2024,3,24,17,0)",24.95358042
Huinco,"(2024,4,22,7,0)","(2024,4,22,17,0)",24.95358042
Huinco,"(2024,6,15,7,0)","(2024,6,15,17,0)",24.95358042
Matucana,"(2023,8,5,0,0)","(2023,8,6,0,0)",100
Matucana,"(2023,8,6,0,0)","(2023,8,7,0,0)",100
Matucana,"(2023,8,7,0,0)","(2023,8,8,0,0)",100
Matucana,"(2023,7,16,6,0)","(2023,7,17,0,0)",50.03252763
Matucana,"(2023,7,16,7,0)","(2023,7,16,17,0)",50.03252763
Matucana,"(2023,7,17,6,0)","(2023,7,18,0,0)",50.03252763
Matucana,"(2023,8,5,0,0)","(2023,8,6,0,0)",50.03252763
Matucana,"(2023,8,5,0,0)","(2023,8,6,0,0)",50.03252763
Matucana,"(2023,8,6,0,0)","(2023,8,7,0,0)",50.03252763
Matucana,"(2023,8,6,0,0)","(2023,8,7,0,0)",50.03252763
Matucana,"(2023,8,7,0,0)","(2023,8,8,0,0)",50.03252763
Matucana,"(2023,8,7,0,0)","(2023,8,8,0,0)",50.03252763
Matucana,"(2023,9,3,7,0)","(2023,9,3,17,0)",50.03252763
Matucana,"(2023,11,13,7,0)","(2023,11,13,17,0)",50.03252763
Matucana,"(2024,3,3,7,0)","(2024,3,3,17,0)",50.03252763
Matucana,"(2024,5,20,7,0)","(2024,5,20,17,0)",50.03252763
Matucana,"(2023,7,22,6,0)","(2023,7,23,0,0)",49.96747237
Matucana,"(2023,7,23,6,0)","(2023,7,24,0,0)",49.96747237
Matucana,"(2023,8,5,0,0)","(2023,8,6,0,0)",49.96747237
Matucana,"(2023,8,6,0,0)","(2023,8,7,0,0)",49.96747237
Matucana,"(2023,8,7,0,0)","(2023,8,8,0,0)",49.96747237
Matucana,"(2023,9,5,7,0)","(2023,9,5,17,0)",49.96747237
Matucana,"(2023,11,15,7,0)","(2023,11,15,17,0)",49.96747237
Matucana,"(2024,3,10,7,0)","(2024,3,10,17,0)",49.96747237
Matucana,"(2024,5,27,7,0)","(2024,5,27,17,0)",49.96747237
Moyopampa,"(2024,4,21,7,0)","(2024,4,21,17,0)",100
Moyopampa,"(2023,10,2,7,0)","(2023,10,2,17,0)",34.45363568
Moyopampa,"(2023,12,18,7,0)","(2023,12,18,17,0)",34.45363568
Moyopampa,"(2024,3,26,6,0)","(2024,3,27,0,0)",34.45363568
Moyopampa,"(2024,3,26,7,0)","(2024,3,26,17,0)",34.45363568
Moyopampa,"(2024,3,27,6,0)","(2024,3,28,0,0)",34.45363568
Moyopampa,"(2024,4,1,7,0)","(2024,4,2,0,0)",34.45363568
Moyopampa,"(2024,4,2,0,0)","(2024,4,3,0,0)",34.45363568
Moyopampa,"(2024,4,3,0,0)","(2024,4,4,0,0)",34.45363568
Moyopampa,"(2024,4,21,7,0)","(2024,4,21,17,0)",34.45363568
Moyopampa,"(2024,6,26,7,0)","(2024,6,26,17,0)",34.45363568
Moyopampa,"(2023,10,4,7,0)","(2023,10,4,17,0)",32.64736507
Moyopampa,"(2023,12,19,6,0)","(2023,12,19,17,0)",32.64736507
Moyopampa,"(2024,3,28,6,0)","(2024,3,29,0,0)",32.64736507
Moyopampa,"(2024,3,28,7,0)","(2024,3,28,17,0)",32.64736507
Moyopampa,"(2024,3,29,6,0)","(2024,3,30,0,0)",32.64736507
