,item,codigo_seg,empresa,ubicacion,equipo,codigo,fecha_inic,fecha_fin,descripcion,mw_indispo,indispo,tipo_mantto,programacion
4336,4337,C000132023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG3,13,2024-04-07 00:00:00,2024-04-08 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4337,4338,C000132023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG3,13,2024-04-08 00:00:00,2024-04-09 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4338,4339,C000132023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG3,13,2024-04-09 00:00:00,2024-04-10 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4339,4340,C000132023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG3,13,2024-04-10 00:00:00,2024-04-11 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4340,4341,C000132023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG3,13,2024-04-11 00:00:00,2024-04-12 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4341,4342,C000132023053012247627A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG3,13,2024-04-11 00:00:00,2024-04-12 00:00:00,PRUEBAS POST INSPECCIÓN MENOR,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4342,4343,C000132023053012242482A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG3,13,2024-04-20 02:00:00,2024-04-20 12:00:00,PRUEBA DE POTENCIA EFECTIVA (EPEYR) - CICLO ABIERTO,150.0,E/S,NO,PRUEBAS
4343,4344,C000142023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2023-11-15 00:00:00,2023-11-16 00:00:00,INSPECCIÓN RÁPIDA DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4344,4345,C000142023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2023-11-16 00:00:00,2023-11-17 00:00:00,INSPECCIÓN RÁPIDA DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4345,4346,C000142023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2023-11-17 00:00:00,2023-11-18 00:00:00,INSPECCIÓN RÁPIDA DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4346,4347,C000142023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2023-11-18 00:00:00,2023-11-19 00:00:00,INSPECCIÓN RÁPIDA DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4347,4348,C000142023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-12 00:00:00,2024-04-13 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4348,4349,C000142023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-13 00:00:00,2024-04-14 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4349,4350,C000142023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-14 00:00:00,2024-04-15 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4350,4351,C000142023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-15 00:00:00,2024-04-16 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4351,4352,C000142023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-16 00:00:00,2024-04-17 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4352,4353,C000142023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-17 00:00:00,2024-04-18 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4353,4354,C000142023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-18 00:00:00,2024-04-19 00:00:00,INSPECCIÓN MENOR DE CÁMARA DE COMBUSTIÓN,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4354,4355,C000142023053012242642A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-18 00:00:00,2024-04-19 00:00:00,PRUEBAS POST INSPECCIÓN MENOR,150.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4355,4356,C000142023053012244366A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TG4,14,2024-04-19 02:00:00,2024-04-19 12:00:00,PRUEBA DE POTENCIA EFECTIVA (EPEYR) - CICLO ABIERTO,150.0,E/S,NO,PRUEBAS
4356,4357,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-16 00:00:00,2024-03-17 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4357,4358,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-16 03:00:00,2024-03-17 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4358,4359,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-17 00:00:00,2024-03-18 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4359,4360,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-17 00:00:00,2024-03-18 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4360,4361,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-18 00:00:00,2024-03-19 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4361,4362,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-18 00:00:00,2024-03-19 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4362,4363,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-19 00:00:00,2024-03-20 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4363,4364,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-19 00:00:00,2024-03-20 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4364,4365,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-20 00:00:00,2024-03-21 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4365,4366,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-20 00:00:00,2024-03-21 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4366,4367,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-21 00:00:00,2024-03-22 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4367,4368,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-21 00:00:00,2024-03-22 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4368,4369,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-22 00:00:00,2024-03-23 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4369,4370,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-22 00:00:00,2024-03-23 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4370,4371,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-23 00:00:00,2024-03-24 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4371,4372,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-23 00:00:00,2024-03-24 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4372,4373,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-24 00:00:00,2024-03-25 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4373,4374,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-24 00:00:00,2024-03-25 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4374,4375,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-25 00:00:00,2024-03-26 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4375,4376,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-25 00:00:00,2024-03-26 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4376,4377,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-26 00:00:00,2024-03-27 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4377,4378,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-26 00:00:00,2024-03-27 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4378,4379,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-27 00:00:00,2024-03-28 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4379,4380,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-27 00:00:00,2024-03-28 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4380,4381,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-28 00:00:00,2024-03-29 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4381,4382,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-28 00:00:00,2024-03-29 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4382,4383,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-29 00:00:00,2024-03-30 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4383,4384,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-29 00:00:00,2024-03-30 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4384,4385,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-30 00:00:00,2024-03-31 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4385,4386,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-30 00:00:00,2024-03-31 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4386,4387,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-31 00:00:00,2024-04-01 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4387,4388,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-03-31 00:00:00,2024-04-01 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4388,4389,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-04-01 00:00:00,2024-04-02 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4389,4390,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-04-01 00:00:00,2024-04-02 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4390,4391,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-04-02 00:00:00,2024-04-03 00:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4391,4392,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-04-02 00:00:00,2024-04-03 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4392,4393,C001962023053012246905A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-04-03 00:00:00,2024-04-03 14:00:00,INSPECCIÓN DE TRANSFORMADOR DE POTENCIA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4393,4394,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-04-03 00:00:00,2024-04-04 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4394,4395,C001962023053012242477A,ENEL GENERACION PERU S.A.A.,VENTANILLA,TV,196,2024-04-04 00:00:00,2024-04-05 00:00:00,INSPECCIÓN MENOR DE TURBINA DE VAPOR 25K EOH + MANTENIMIENTO BOP EQUIPOS AUXILIARES,180.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4415,4416,C000382023053012242477A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-21 00:00:00,2023-08-22 00:00:00,INSPECCIÓN TIPO A DE COMBUSTOR + MANTENIMIENTOS PREVENTIVOS BOP,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4416,4417,C000382023053012242477A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-22 00:00:00,2023-08-23 00:00:00,INSPECCIÓN TIPO A DE COMBUSTOR + MANTENIMIENTOS PREVENTIVOS BOP,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4417,4418,C000382023053012242477A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-23 00:00:00,2023-08-24 00:00:00,INSPECCIÓN TIPO A DE COMBUSTOR + MANTENIMIENTOS PREVENTIVOS BOP,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4418,4419,C000382023053012242477A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-24 00:00:00,2023-08-25 00:00:00,INSPECCIÓN TIPO A DE COMBUSTOR + MANTENIMIENTOS PREVENTIVOS BOP,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4419,4420,C000382023053012242477A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-25 00:00:00,2023-08-26 00:00:00,INSPECCIÓN TIPO A DE COMBUSTOR + MANTENIMIENTOS PREVENTIVOS BOP,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4420,4421,C000382023053012242477A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-26 00:00:00,2023-08-27 00:00:00,INSPECCIÓN TIPO A DE COMBUSTOR + MANTENIMIENTOS PREVENTIVOS BOP,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4421,4422,C000382023053012242477A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-27 00:00:00,2023-08-28 00:00:00,INSPECCIÓN TIPO A DE COMBUSTOR + MANTENIMIENTOS PREVENTIVOS BOP,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4422,4423,C000382023053012248913A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2023-08-27 00:00:00,2023-08-28 00:00:00,PRUEBAS OPERATIVAS POR INSPECCION TIPO A,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4423,4424,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-08 00:00:00,2024-01-09 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4424,4425,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-09 00:00:00,2024-01-10 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4425,4426,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-10 00:00:00,2024-01-11 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4426,4427,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-11 00:00:00,2024-01-12 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4427,4428,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-12 00:00:00,2024-01-13 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4428,4429,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-13 00:00:00,2024-01-14 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4429,4430,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-14 00:00:00,2024-01-15 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4430,4431,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-15 00:00:00,2024-01-16 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4431,4432,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-16 00:00:00,2024-01-17 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4432,4433,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-17 00:00:00,2024-01-18 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4433,4434,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-18 00:00:00,2024-01-19 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4434,4435,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-19 00:00:00,2024-01-20 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4435,4436,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-20 00:00:00,2024-01-21 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4436,4437,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-21 00:00:00,2024-01-22 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4437,4438,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-22 00:00:00,2024-01-23 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4438,4439,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-23 00:00:00,2024-01-24 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4439,4440,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-24 00:00:00,2024-01-25 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4440,4441,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-25 00:00:00,2024-01-26 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4441,4442,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-26 00:00:00,2024-01-27 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4442,4443,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-27 00:00:00,2024-01-28 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4443,4444,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-28 00:00:00,2024-01-29 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4444,4445,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-29 00:00:00,2024-01-30 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4445,4446,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-30 00:00:00,2024-01-31 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4446,4447,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-01-31 00:00:00,2024-02-01 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4447,4448,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-01 00:00:00,2024-02-02 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4448,4449,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-02 00:00:00,2024-02-03 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4449,4450,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-03 00:00:00,2024-02-04 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4450,4451,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-04 00:00:00,2024-02-05 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4451,4452,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-05 00:00:00,2024-02-06 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4452,4453,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-06 00:00:00,2024-02-07 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4453,4454,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-07 00:00:00,2024-02-08 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
4454,4455,C000382023053012246905A,ENEL GENERACION PIURA S.A.,MALACAS,TG4,38,2024-02-08 00:00:00,2024-02-09 00:00:00,MANTENIMIENTO MAYOR DE TURBINA,90.0,F/S,NO,MANTENIMIENTO PREVENTIVO
