,item,codigo_seg,empresa,ubicacion,equipo,codigo,fecha_inic,fecha_fin,descripcion,mw_indispo,indispo,tipo_mantto,programacion
6745,6746,C151072023053012246490A,MINERA CERRO VERDE,RECKA,CENTRAL,15107,2023-08-23 00:00:00,2023-08-24 00:00:00,PRUEBAS ELECTRICAS DE EQUIPOS PATIO BAHIA L-2167,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6746,6747,C151072023053012248788A,MINERA CERRO VERDE,RECKA,CENTRAL,15107,2023-08-23 00:00:00,2023-08-24 00:00:00,PRUEBAS ELECTRICAS DE EQUIPOS PATIO SE RECKA,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6747,6748,C151072023053012246490A,MINERA CERRO VERDE,RECKA,CENTRAL,15107,2023-08-24 00:00:00,2023-08-25 00:00:00,PRUEBAS ELECTRICAS DE EQUIPOS PATIO BAHIA L-2167,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6748,6749,C151072023053012248788A,MINERA CERRO VERDE,RECKA,CENTRAL,15107,2023-08-24 00:00:00,2023-08-25 00:00:00,PRUEBAS ELECTRICAS DE EQUIPOS PATIO SE RECKA,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6749,6750,C151082023053012246490A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-07-18 08:00:00,2023-07-19 00:00:00,CAMBIO DE ACEITE OLTC TRANSFORMADOR AUXILIAR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6750,6751,C151082023053012246490A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-07-19 00:00:00,2023-07-20 00:00:00,CAMBIO DE ACEITE OLTC TRANSFORMADOR AUXILIAR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6751,6752,C151082023053012246490A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-07-20 00:00:00,2023-07-21 00:00:00,CAMBIO DE ACEITE OLTC TRANSFORMADOR AUXILIAR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6752,6753,C151082023053012248788A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-08-01 07:00:00,2023-08-02 00:00:00,MANTENIMIENTO ANUAL GENERADOR DE EMERGENCIA.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6753,6754,C151082023053012248788A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-08-02 00:00:00,2023-08-03 00:00:00,MANTENIMIENTO ANUAL GENERADOR DE EMERGENCIA.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6754,6755,C151082023053012248788A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-08-03 00:00:00,2023-08-03 20:00:00,MANTENIMIENTO ANUAL GENERADOR DE EMERGENCIA.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6755,6756,C151082023053012243796A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-08-15 07:00:00,2023-08-16 00:00:00,"PRUEBAS ELECTRICAS TX PRINCIPAL, AUXILIAR, LCI Y EXCITACIÓN.",179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6756,6757,C151082023053012243796A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-08-16 00:00:00,2023-08-17 00:00:00,"PRUEBAS ELECTRICAS TX PRINCIPAL, AUXILIAR, LCI Y EXCITACIÓN.",179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6757,6758,C151082023053012243796A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-08-17 00:00:00,2023-08-18 00:00:00,"PRUEBAS ELECTRICAS TX PRINCIPAL, AUXILIAR, LCI Y EXCITACIÓN.",179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6758,6759,C151082023053012246508A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-09-05 07:00:00,2023-09-06 00:00:00,INDISPONIBLE POR TRABAJOS EN LA SUBESTACION.,179.37,F/S,NO,OTROS
6759,6760,C151082023053012246508A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-09-06 00:00:00,2023-09-07 00:00:00,INDISPONIBLE POR TRABAJOS EN LA SUBESTACION.,179.37,F/S,NO,OTROS
6760,6761,C151082023053012246508A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-09-07 00:00:00,2023-09-08 00:00:00,INDISPONIBLE POR TRABAJOS EN LA SUBESTACION.,179.37,F/S,NO,OTROS
6761,6762,C151082022113010044581A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-10-10 08:00:00,2023-10-10 20:00:00,LIMPIEZA DE GTE.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6762,6763,C151082022113010047810A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-10-11 08:00:00,2023-10-11 20:00:00,LIMPIEZA DE IGNITORS TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6763,6764,C151082022113010049400A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-10-12 08:00:00,2023-10-12 20:00:00,PRUEBA DETECTORES DE FLAMA TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6764,6765,C151082023053012249847A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-11-04 00:00:00,2023-11-05 00:00:00,LAVADO OFF LINE DEL COMPRESOR TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6765,6766,C151082023053012249847A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-11-05 00:00:00,2023-11-06 00:00:00,LAVADO OFF LINE DEL COMPRESOR TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6766,6767,C151082023053012249847A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-11-06 00:00:00,2023-11-07 00:00:00,LAVADO OFF LINE DEL COMPRESOR TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6767,6768,C151082023053012241117A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-11-07 00:00:00,2023-11-08 00:00:00,BOROSCOPIA DE TURBINA Y COMPRESOR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6768,6769,C151082023053012241117A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-11-08 00:00:00,2023-11-09 00:00:00,BOROSCOPIA DE TURBINA Y COMPRESOR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6769,6770,C151082023053012241117A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-11-09 00:00:00,2023-11-10 00:00:00,BOROSCOPIA DE TURBINA Y COMPRESOR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6770,6771,C151082023053012241117A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2023-11-10 00:00:00,2023-11-11 00:00:00,BOROSCOPIA DE TURBINA Y COMPRESOR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6771,6772,C151082023053012247997A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-01-17 07:00:00,2024-01-17 20:00:00,INSPECCION DE CARBONES DEL GENERADOR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6772,6773,C151082023053012247997A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-01-18 07:00:00,2024-01-18 20:00:00,INSPECCION DE CARBONES DEL GENERADOR.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6773,6774,C151082023053012242190A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-01-24 08:00:00,2024-01-24 20:00:00,LIMPIEZA DE TANQUE DE COMBUSTIBLE DE GRUPO ELECTRÓGENO.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6774,6775,C151082023053012241801A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-02-02 08:00:00,2024-02-02 20:00:00,LIMPIEZA DE GTE.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6775,6776,C151082023053012249564A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-02-03 08:00:00,2024-02-03 20:00:00,LIMPIEZA DE IGNITORS TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6776,6777,C151082023053012247960A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-02-04 08:00:00,2024-02-04 20:00:00,PRUEBA DETECTORES DE FLAMA TG1,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6777,6778,C151082023053012244539A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-03-19 07:00:00,2024-03-20 00:00:00,MANTENIMIENTO PANEL DE HIDRÓGENO.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6778,6779,C151082023053012244539A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-03-20 00:00:00,2024-03-20 23:00:00,MANTENIMIENTO PANEL DE HIDRÓGENO.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6779,6780,C151082023053012244548A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-05-07 07:00:00,2024-05-07 20:00:00,MANTENIMIENTO PANELES MARK VIE.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6780,6781,C151082023053012247910A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-05-08 07:00:00,2024-05-08 20:00:00,MANTENIMIENTO PANELES DCS.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6781,6782,C151082023053012249432A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-05-09 07:00:00,2024-05-09 20:00:00,MANTENIMIENTO PANELES LCI Y EXCITACION.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6782,6783,C151082023053012249936A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-06-04 08:00:00,2024-06-04 20:00:00,LIMPIEZA DE GTE.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6783,6784,C151082023053012243547A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-06-05 08:00:00,2024-06-05 20:00:00,LIMPIEZA DE IGNITORS TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
6784,6785,C151082023053012245679A,MINERA CERRO VERDE,RECKA,RECKA-TG1,15108,2024-06-06 08:00:00,2024-06-06 20:00:00,PRUEBA DETECTORES DE FLAMA TG1.,179.37,F/S,NO,MANTENIMIENTO PREVENTIVO
7144,7145,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-01 04:00:00,2023-07-02 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7145,7146,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-02 00:00:00,2023-07-03 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7146,7147,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-03 00:00:00,2023-07-04 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7147,7148,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-04 00:00:00,2023-07-05 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7148,7149,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-05 00:00:00,2023-07-06 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7149,7150,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-06 00:00:00,2023-07-07 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7150,7151,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-07 00:00:00,2023-07-08 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7151,7152,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-08 00:00:00,2023-07-09 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7152,7153,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-09 00:00:00,2023-07-10 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7153,7154,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-10 00:00:00,2023-07-11 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7154,7155,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-11 00:00:00,2023-07-12 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7155,7156,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-12 00:00:00,2023-07-13 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7156,7157,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-13 00:00:00,2023-07-14 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7157,7158,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-14 00:00:00,2023-07-15 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7158,7159,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-15 00:00:00,2023-07-16 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7159,7160,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-16 00:00:00,2023-07-17 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7160,7161,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-17 00:00:00,2023-07-18 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7161,7162,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-18 00:00:00,2023-07-19 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7162,7163,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-19 00:00:00,2023-07-20 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7163,7164,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-20 00:00:00,2023-07-21 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7164,7165,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-21 00:00:00,2023-07-22 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7165,7166,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-22 00:00:00,2023-07-23 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7166,7167,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-23 00:00:00,2023-07-24 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7167,7168,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-24 00:00:00,2023-07-25 00:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7168,7169,C002052023053012244734A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-07-25 00:00:00,2023-07-25 23:00:00,"MANTO (OVERHAUL) DE GENERADOR, CAMBIO DE ÁLABES, MTO A DISTRIBUIDOR, MANTO A ROTULAS, MANTO DE BARRAS 10KV, MANTO BARRA SSAA 380V (TAC4), MANTO TABLERO DISTRIBUCION TCC4, MANTO TABLEROS DE PROTECC Y CONTROL (TPU5/TCU5/TPTU5), SERVICIO PRUEBA INTEGRAL DE PROT. ELECTRICAS DE LA UNIDAD, INSPECCION EQUIPOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7169,7170,C002052023053012247925A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-11-02 04:00:00,2023-11-03 00:00:00,"INSPECCION DISTRIBUIDOR Y RODETE, TABLEROS ELÉCTRICOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7170,7171,C002052023053012247925A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-11-03 00:00:00,2023-11-04 00:00:00,"INSPECCION DISTRIBUIDOR Y RODETE, TABLEROS ELÉCTRICOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
7171,7172,C002052023053012247925A,ORAZUL ENERGY PERÚ,CAÑA BRAVA,G1,205,2023-11-04 00:00:00,2023-11-04 21:00:00,"INSPECCION DISTRIBUIDOR Y RODETE, TABLEROS ELÉCTRICOS",5.65,F/S,NO,MANTENIMIENTO PREVENTIVO
